ticker,entry_date,exit_date,days_held,entry_price,exit_price,return_pct,pnl,exit_reason
JPM,2024-11-25,2024-12-02,7,241.67,236.84,-2.0,-2000.0,stop_loss
NOW,2024-11-25,2024-12-04,9,210.54,221.07,5.0,5000.0,profit_target
TSLA,2024-11-25,2024-11-27,2,338.59,331.82,-2.0,-2000.0,stop_loss
GS,2024-11-26,2024-12-10,14,587.37,575.63,-2.0,-2000.0,stop_loss
MSFT,2024-11-26,2024-11-29,3,422.97,414.51,-2.0,-2000.0,stop_loss
NFLX,2024-11-26,2024-12-05,9,87.26,91.62,5.0,5000.0,profit_target
ORCL,2024-11-26,2024-11-27,1,187.34,183.6,-2.0,-2000.0,stop_loss
HD,2024-11-27,2024-12-12,15,414.03,405.75,-2.0,-2000.0,stop_loss
WMT,2024-11-27,2024-12-23,26,90.45,88.64,-2.0,-2000.0,stop_loss
CAT,2024-11-29,2024-12-03,4,398.38,390.41,-2.0,-2000.0,stop_loss
CRM,2024-11-29,2024-12-04,5,325.82,342.11,5.0,5000.0,profit_target
TSLA,2024-11-29,2024-12-05,6,345.16,362.42,5.0,5000.0,profit_target
AMZN,2024-12-02,2024-12-05,3,210.71,221.25,5.0,5000.0,profit_target
META,2024-12-02,2024-12-06,4,589.44,618.91,5.0,5000.0,profit_target
MSFT,2024-12-02,2024-12-12,10,425.93,447.22,5.0,5000.0,profit_target
AAPL,2024-12-03,2024-12-20,17,241.11,253.17,5.0,5000.0,profit_target
JPM,2024-12-03,2024-12-13,10,236.39,231.66,-2.0,-2000.0,stop_loss
CAT,2024-12-04,2024-12-10,6,391.9,384.06,-2.0,-2000.0,stop_loss
CRM,2024-12-05,2024-12-09,4,356.81,349.68,-2.0,-2000.0,stop_loss
NOW,2024-12-05,2024-12-18,13,224.74,220.25,-2.0,-2000.0,stop_loss
AMZN,2024-12-06,2024-12-18,12,227.03,222.49,-2.0,-2000.0,stop_loss
AVGO,2024-12-06,2024-12-10,4,176.8,173.26,-2.0,-2000.0,stop_loss
GOOGL,2024-12-06,2024-12-10,4,173.6,182.28,5.0,5000.0,profit_target
NFLX,2024-12-06,2024-12-09,3,93.47,91.6,-2.0,-2000.0,stop_loss
NVDA,2024-12-06,2024-12-09,3,142.39,139.55,-2.0,-2000.0,stop_loss
ORCL,2024-12-06,2024-12-10,4,188.64,184.87,-2.0,-2000.0,stop_loss
TSLA,2024-12-06,2024-12-09,3,389.22,381.44,-2.0,-2000.0,stop_loss
META,2024-12-09,2024-12-18,9,610.06,597.86,-2.0,-2000.0,stop_loss
CRM,2024-12-10,2024-12-18,8,344.41,337.52,-2.0,-2000.0,stop_loss
NFLX,2024-12-10,2024-12-18,8,91.33,89.51,-2.0,-2000.0,stop_loss
TSLA,2024-12-10,2024-12-11,1,400.99,421.04,5.0,5000.0,profit_target
AVGO,2024-12-11,2024-12-12,1,180.41,176.8,-2.0,-2000.0,stop_loss
GOOGL,2024-12-11,2024-12-13,2,194.38,190.5,-2.0,-2000.0,stop_loss
GS,2024-12-11,2024-12-16,5,577.67,566.12,-2.0,-2000.0,stop_loss
TSLA,2024-12-12,2024-12-16,4,418.1,439.01,5.0,5000.0,profit_target
AVGO,2024-12-13,2024-12-16,3,221.38,232.44,5.0,5000.0,profit_target
MSFT,2024-12-13,2024-12-18,5,442.03,433.19,-2.0,-2000.0,stop_loss
GOOGL,2024-12-16,2024-12-18,2,195.64,191.73,-2.0,-2000.0,stop_loss
AVGO,2024-12-17,2024-12-18,1,236.57,231.84,-2.0,-2000.0,stop_loss
TSLA,2024-12-17,2024-12-18,1,479.86,470.26,-2.0,-2000.0,stop_loss
AMZN,2024-12-20,2024-12-30,10,224.92,220.42,-2.0,-2000.0,stop_loss
AVGO,2024-12-20,2024-12-23,3,217.43,228.3,5.0,5000.0,profit_target
CRM,2024-12-20,2024-12-23,3,339.69,332.9,-2.0,-2000.0,stop_loss
GOOGL,2024-12-20,2025-01-02,13,190.42,186.61,-2.0,-2000.0,stop_loss
MSFT,2024-12-20,2024-12-27,7,431.48,422.85,-2.0,-2000.0,stop_loss
NFLX,2024-12-20,2024-12-30,10,90.9,89.09,-2.0,-2000.0,stop_loss
NOW,2024-12-20,2024-12-27,7,218.25,213.88,-2.0,-2000.0,stop_loss
TSLA,2024-12-20,2024-12-24,4,421.06,442.11,5.0,5000.0,profit_target
V,2024-12-20,2025-01-07,18,314.17,307.89,-2.0,-2000.0,stop_loss
AAPL,2024-12-23,2024-12-31,8,253.65,248.58,-2.0,-2000.0,stop_loss
AVGO,2024-12-24,2024-12-30,6,236.66,231.93,-2.0,-2000.0,stop_loss
TSLA,2024-12-26,2024-12-27,1,454.13,445.05,-2.0,-2000.0,stop_loss
AVGO,2025-01-03,2025-01-07,4,229.62,225.03,-2.0,-2000.0,stop_loss
JPM,2025-01-03,2025-01-16,13,234.9,246.65,5.0,5000.0,profit_target
NVDA,2025-01-03,2025-01-06,3,144.42,151.64,5.0,5000.0,profit_target
AMZN,2025-01-06,2025-01-07,1,227.61,223.06,-2.0,-2000.0,stop_loss
GOOGL,2025-01-06,2025-01-08,2,195.85,191.93,-2.0,-2000.0,stop_loss
META,2025-01-06,2025-01-07,1,627.1,614.56,-2.0,-2000.0,stop_loss
BAC,2025-01-17,2025-02-03,17,45.22,44.32,-2.0,-2000.0,stop_loss
CAT,2025-01-17,2025-01-23,6,378.67,397.6,5.0,5000.0,profit_target
CVX,2025-01-17,2025-01-21,4,151.43,148.41,-2.0,-2000.0,stop_loss
GOOGL,2025-01-17,2025-01-27,10,194.98,191.08,-2.0,-2000.0,stop_loss
GS,2025-01-17,2025-01-21,4,610.21,598.01,-2.0,-2000.0,stop_loss
HD,2025-01-17,2025-02-03,17,396.77,388.83,-2.0,-2000.0,stop_loss
JPM,2025-01-17,2025-02-06,20,251.53,264.1,5.0,5000.0,profit_target
META,2025-01-17,2025-01-24,7,609.76,640.24,5.0,5000.0,profit_target
AMZN,2025-01-21,2025-01-27,6,230.71,226.1,-2.0,-2000.0,stop_loss
NOW,2025-01-21,2025-01-27,6,219.37,230.34,5.0,5000.0,profit_target
NVDA,2025-01-21,2025-01-24,3,140.78,147.82,5.0,5000.0,profit_target
V,2025-01-21,2025-01-30,9,320.02,336.02,5.0,5000.0,profit_target
WMT,2025-01-21,2025-01-28,7,91.83,96.43,5.0,5000.0,profit_target
AVGO,2025-01-22,2025-01-27,5,237.88,233.12,-2.0,-2000.0,stop_loss
CVX,2025-01-22,2025-01-31,9,146.69,143.76,-2.0,-2000.0,stop_loss
GS,2025-01-22,2025-02-18,27,616.83,647.67,5.0,5000.0,profit_target
MSFT,2025-01-22,2025-01-27,5,440.97,432.15,-2.0,-2000.0,stop_loss
NFLX,2025-01-22,2025-02-04,13,95.4,100.17,5.0,5000.0,profit_target
ORCL,2025-01-22,2025-01-27,5,181.74,178.1,-2.0,-2000.0,stop_loss
TSLA,2025-01-23,2025-01-27,4,412.38,404.13,-2.0,-2000.0,stop_loss
CAT,2025-01-24,2025-01-27,3,401.33,393.31,-2.0,-2000.0,stop_loss
LLY,2025-01-24,2025-01-31,7,776.96,815.81,5.0,5000.0,profit_target
COST,2025-01-27,2025-02-04,8,957.54,1005.42,5.0,5000.0,profit_target
CRM,2025-01-27,2025-01-28,1,343.1,360.26,5.0,5000.0,profit_target
META,2025-01-27,2025-01-30,3,656.63,689.47,5.0,5000.0,profit_target
PEP,2025-01-27,2025-01-28,1,147.35,144.41,-2.0,-2000.0,stop_loss
AMZN,2025-01-28,2025-01-30,2,238.15,233.39,-2.0,-2000.0,stop_loss
CAT,2025-01-28,2025-01-30,2,384.26,376.58,-2.0,-2000.0,stop_loss
MSFT,2025-01-28,2025-01-30,2,441.96,433.12,-2.0,-2000.0,stop_loss
NOW,2025-01-28,2025-01-29,1,234.08,229.4,-2.0,-2000.0,stop_loss
CRM,2025-01-29,2025-01-30,1,349.92,342.92,-2.0,-2000.0,stop_loss
WMT,2025-01-29,2025-02-05,7,96.19,101.0,5.0,5000.0,profit_target
GOOGL,2025-01-30,2025-02-05,6,199.83,195.83,-2.0,-2000.0,stop_loss
TSLA,2025-01-30,2025-02-03,4,400.28,392.27,-2.0,-2000.0,stop_loss
UNH,2025-01-30,2025-02-05,6,525.35,514.84,-2.0,-2000.0,stop_loss
AMZN,2025-01-31,2025-02-03,3,237.68,232.93,-2.0,-2000.0,stop_loss
CRM,2025-01-31,2025-02-03,3,337.77,331.01,-2.0,-2000.0,stop_loss
META,2025-01-31,2025-02-03,3,685.79,672.07,-2.0,-2000.0,stop_loss
V,2025-01-31,2025-02-27,27,337.99,354.89,5.0,5000.0,profit_target
LLY,2025-02-03,2025-02-06,3,801.71,841.79,5.0,5000.0,profit_target
AMZN,2025-02-04,2025-02-05,1,242.06,237.22,-2.0,-2000.0,stop_loss
BAC,2025-02-04,2025-02-19,15,45.4,44.49,-2.0,-2000.0,stop_loss
CRM,2025-02-04,2025-02-06,2,340.18,333.37,-2.0,-2000.0,stop_loss
HD,2025-02-04,2025-02-07,3,398.81,394.82,-1.0,-1001.24,below_ma50
META,2025-02-04,2025-02-14,10,700.73,735.76,5.0,5000.0,profit_target
AVGO,2025-02-05,2025-02-07,2,229.08,224.5,-2.0,-2000.0,stop_loss
COST,2025-02-05,2025-02-27,22,1034.55,1013.86,-2.0,-2000.0,stop_loss
NFLX,2025-02-05,2025-02-14,9,101.11,106.17,5.0,5000.0,profit_target
AMZN,2025-02-06,2025-02-07,1,238.83,234.05,-2.0,-2000.0,stop_loss
ORCL,2025-02-06,2025-02-18,12,170.03,178.53,5.0,5000.0,profit_target
WMT,2025-02-06,2025-02-20,14,101.47,99.44,-2.0,-2000.0,stop_loss
JPM,2025-02-07,2025-02-10,3,267.68,262.32,-2.0,-2000.0,stop_loss
LLY,2025-02-07,2025-02-10,3,868.86,851.48,-2.0,-2000.0,stop_loss
AMZN,2025-02-10,2025-02-12,2,233.14,228.48,-2.0,-2000.0,stop_loss
CVX,2025-02-11,2025-02-13,2,147.65,144.7,-2.0,-2000.0,stop_loss
HD,2025-02-11,2025-02-12,1,403.53,395.46,-2.0,-2000.0,stop_loss
JPM,2025-02-11,2025-02-20,9,266.89,261.55,-2.0,-2000.0,stop_loss
LLY,2025-02-11,2025-02-14,3,855.69,838.58,-2.0,-2000.0,stop_loss
UNH,2025-02-11,2025-02-12,1,514.13,507.85,-1.22,-1221.15,below_ma50
XOM,2025-02-11,2025-02-12,1,106.28,104.16,-2.0,-2000.0,stop_loss
AAPL,2025-02-13,2025-02-27,14,240.26,236.05,-1.75,-1751.33,below_ma50
AVGO,2025-02-14,2025-02-18,4,230.11,225.5,-2.0,-2000.0,stop_loss
NVDA,2025-02-14,2025-02-21,7,138.8,136.03,-2.0,-2000.0,stop_loss
CVX,2025-02-18,2025-03-03,13,148.08,145.12,-2.0,-2000.0,stop_loss
LLY,2025-02-18,2025-02-25,7,849.44,891.91,5.0,5000.0,profit_target
