ticker,entry_date,exit_date,days_held,entry_price,exit_price,return_pct,pnl,exit_reason
ORCL,2024-06-13,2024-07-15,32,136.93,143.78,5.0,5000.0,profit_target
TSLA,2024-06-13,2024-06-14,1,182.47,178.82,-2.0,-2000.0,stop_loss
NVDA,2024-06-14,2024-06-20,6,131.82,138.41,5.0,5000.0,profit_target
COST,2024-06-17,2024-06-21,4,858.61,841.44,-2.0,-2000.0,stop_loss
NFLX,2024-06-17,2024-06-25,8,67.58,66.23,-2.0,-2000.0,stop_loss
TSLA,2024-06-17,2024-06-18,1,187.44,183.69,-2.0,-2000.0,stop_loss
AVGO,2024-06-18,2024-06-20,2,176.36,172.84,-2.0,-2000.0,stop_loss
GS,2024-06-18,2024-06-27,9,441.13,432.3,-2.0,-2000.0,stop_loss
AMZN,2024-06-20,2024-06-27,7,186.1,195.41,5.0,5000.0,profit_target
LLY,2024-06-20,2024-07-09,19,873.79,917.48,5.0,5000.0,profit_target
NOW,2024-06-20,2024-06-27,7,146.86,154.21,5.0,5000.0,profit_target
TSLA,2024-06-20,2024-06-26,6,181.57,190.65,5.0,5000.0,profit_target
V,2024-06-20,2024-06-25,5,272.67,269.43,-1.19,-1188.51,below_ma50
AVGO,2024-06-21,2024-06-24,3,162.29,159.04,-2.0,-2000.0,stop_loss
NVDA,2024-06-21,2024-06-24,3,126.51,123.98,-2.0,-2000.0,stop_loss
AAPL,2024-06-24,2024-07-02,8,206.35,216.67,5.0,5000.0,profit_target
COST,2024-06-24,2024-07-09,15,839.07,881.03,5.0,5000.0,profit_target
CVX,2024-06-24,2024-06-25,1,146.26,145.48,-0.53,-533.56,below_ma50
AVGO,2024-06-25,2024-07-03,8,155.16,162.92,5.0,5000.0,profit_target
NVDA,2024-06-25,2024-06-26,1,126.03,123.51,-2.0,-2000.0,stop_loss
GOOGL,2024-06-26,2024-07-17,21,182.47,178.82,-2.0,-2000.0,stop_loss
HD,2024-06-26,2024-07-01,5,327.57,322.17,-1.65,-1647.08,below_ma50
JPM,2024-06-26,2024-07-02,6,188.43,197.85,5.0,5000.0,profit_target
NFLX,2024-06-26,2024-07-01,5,67.77,66.41,-2.0,-2000.0,stop_loss
NVDA,2024-06-27,2024-07-01,4,123.93,121.45,-2.0,-2000.0,stop_loss
TSLA,2024-06-27,2024-07-01,4,197.42,207.29,5.0,5000.0,profit_target
AMZN,2024-06-28,2024-07-17,19,193.25,189.38,-2.0,-2000.0,stop_loss
META,2024-06-28,2024-07-01,3,500.86,490.84,-2.0,-2000.0,stop_loss
NOW,2024-06-28,2024-07-01,3,157.33,154.19,-2.0,-2000.0,stop_loss
UNH,2024-06-28,2024-07-01,3,486.79,477.05,-2.0,-2000.0,stop_loss
BAC,2024-07-01,2024-07-15,14,38.42,40.34,5.0,5000.0,profit_target
GS,2024-07-01,2024-07-15,14,447.13,469.49,5.0,5000.0,profit_target
META,2024-07-02,2024-07-05,3,506.1,531.41,5.0,5000.0,profit_target
NFLX,2024-07-02,2024-07-11,9,67.96,66.6,-2.0,-2000.0,stop_loss
NOW,2024-07-02,2024-07-08,6,158.82,155.65,-2.0,-2000.0,stop_loss
NVDA,2024-07-02,2024-07-05,3,122.61,128.74,5.0,5000.0,profit_target
TSLA,2024-07-02,2024-07-03,1,231.26,242.82,5.0,5000.0,profit_target
UNH,2024-07-02,2024-07-03,1,476.25,466.73,-2.0,-2000.0,stop_loss
AAPL,2024-07-03,2024-07-10,7,219.65,230.63,5.0,5000.0,profit_target
CRM,2024-07-03,2024-07-08,5,256.85,253.32,-1.37,-1371.94,below_ma50
JPM,2024-07-03,2024-07-12,9,199.17,195.19,-2.0,-2000.0,stop_loss
AVGO,2024-07-05,2024-07-11,6,167.19,163.84,-2.0,-2000.0,stop_loss
TSLA,2024-07-05,2024-07-08,3,251.52,246.49,-2.0,-2000.0,stop_loss
META,2024-07-08,2024-07-11,3,525.79,515.27,-2.0,-2000.0,stop_loss
MSFT,2024-07-08,2024-07-11,3,459.03,449.85,-2.0,-2000.0,stop_loss
WMT,2024-07-08,2024-08-02,25,68.4,67.03,-2.0,-2000.0,stop_loss
NOW,2024-07-09,2024-07-17,8,148.8,147.21,-1.07,-1067.19,below_ma50
NVDA,2024-07-09,2024-07-11,2,131.32,128.69,-2.0,-2000.0,stop_loss
TSLA,2024-07-09,2024-07-11,2,262.33,257.08,-2.0,-2000.0,stop_loss
COST,2024-07-10,2024-07-11,1,874.84,857.34,-2.0,-2000.0,stop_loss
LLY,2024-07-10,2024-07-11,1,926.84,908.3,-2.0,-2000.0,stop_loss
UNH,2024-07-10,2024-07-15,5,478.82,502.76,5.0,5000.0,profit_target
AAPL,2024-07-11,2024-07-18,7,225.62,221.1,-2.0,-2000.0,stop_loss
HD,2024-07-11,2024-07-17,6,339.04,355.99,5.0,5000.0,profit_target
AVGO,2024-07-12,2024-07-16,4,166.93,163.59,-2.0,-2000.0,stop_loss
LLY,2024-07-12,2024-07-17,5,935.34,916.63,-2.0,-2000.0,stop_loss
META,2024-07-12,2024-07-16,4,495.54,485.63,-2.0,-2000.0,stop_loss
MSFT,2024-07-12,2024-07-17,5,446.53,437.6,-2.0,-2000.0,stop_loss
NVDA,2024-07-12,2024-07-16,4,129.18,126.59,-2.0,-2000.0,stop_loss
TSLA,2024-07-12,2024-07-15,3,248.23,260.64,5.0,5000.0,profit_target
CAT,2024-07-15,2024-07-18,3,336.6,353.43,5.0,5000.0,profit_target
COST,2024-07-15,2024-07-18,3,839.64,822.85,-2.0,-2000.0,stop_loss
JPM,2024-07-15,2024-08-02,18,201.58,197.55,-2.0,-2000.0,stop_loss
XOM,2024-07-15,2024-07-23,8,107.89,106.2,-1.56,-1562.37,below_ma50
BAC,2024-07-16,2024-07-18,2,42.38,41.53,-2.0,-2000.0,stop_loss
GS,2024-07-16,2024-07-18,2,485.09,475.39,-2.0,-2000.0,stop_loss
ORCL,2024-07-16,2024-07-17,1,140.03,137.23,-2.0,-2000.0,stop_loss
TSLA,2024-07-16,2024-07-17,1,256.56,251.43,-2.0,-2000.0,stop_loss
UNH,2024-07-16,2024-07-18,2,524.65,550.88,5.0,5000.0,profit_target
CVX,2024-07-17,2024-07-22,5,148.03,145.07,-2.0,-2000.0,stop_loss
AVGO,2024-07-18,2024-07-19,1,157.56,154.41,-2.0,-2000.0,stop_loss
HD,2024-07-18,2024-07-24,6,350.81,343.8,-2.0,-2000.0,stop_loss
PEP,2024-07-18,2024-07-19,1,159.79,158.84,-0.59,-592.82,below_ma50
TSLA,2024-07-18,2024-07-19,1,249.23,244.25,-2.0,-2000.0,stop_loss
AAPL,2024-07-19,2024-07-24,5,222.38,217.94,-2.0,-2000.0,stop_loss
BAC,2024-07-19,2024-07-22,3,41.19,40.37,-2.0,-2000.0,stop_loss
CAT,2024-07-19,2024-07-24,5,338.41,331.64,-2.0,-2000.0,stop_loss
GS,2024-07-19,2024-07-30,11,467.65,491.03,5.0,5000.0,profit_target
UNH,2024-07-19,2024-07-23,4,540.38,529.57,-2.0,-2000.0,stop_loss
COST,2024-07-22,2024-07-24,2,838.34,821.58,-2.0,-2000.0,stop_loss
TSLA,2024-07-22,2024-07-23,1,251.51,246.48,-2.0,-2000.0,stop_loss
BAC,2024-07-23,2024-07-26,3,40.72,39.91,-2.0,-2000.0,stop_loss
CRM,2024-07-23,2024-07-24,1,252.43,247.38,-2.0,-2000.0,stop_loss
ORCL,2024-07-23,2024-07-24,1,140.52,137.71,-2.0,-2000.0,stop_loss
UNH,2024-07-24,2024-08-02,9,535.05,561.8,5.0,5000.0,profit_target
XOM,2024-07-24,2024-08-19,26,107.7,113.09,5.0,5000.0,profit_target
CAT,2024-07-26,2024-07-29,3,342.57,335.72,-2.0,-2000.0,stop_loss
CRM,2024-07-26,2024-07-30,4,258.98,253.8,-2.0,-2000.0,stop_loss
CVX,2024-07-26,2024-07-29,3,144.91,143.77,-0.79,-785.6,below_ma50
HD,2024-07-26,2024-08-02,7,344.52,337.63,-2.0,-2000.0,stop_loss
NOW,2024-07-26,2024-07-29,3,165.52,162.21,-2.0,-2000.0,stop_loss
PEP,2024-07-26,2024-09-20,56,162.02,161.77,-0.15,-154.28,below_ma50
CAT,2024-07-31,2024-08-01,1,338.39,331.62,-2.0,-2000.0,stop_loss
CRM,2024-07-31,2024-08-01,1,255.13,250.03,-2.0,-2000.0,stop_loss
CVX,2024-07-31,2024-08-01,1,147.33,144.38,-2.0,-2000.0,stop_loss
GS,2024-07-31,2024-08-01,1,490.89,481.07,-2.0,-2000.0,stop_loss
NOW,2024-07-31,2024-08-02,2,162.88,159.62,-2.0,-2000.0,stop_loss
AAPL,2024-08-14,2024-08-29,15,220.07,231.07,5.0,5000.0,profit_target
AVGO,2024-08-14,2024-08-15,1,154.78,162.52,5.0,5000.0,profit_target
COST,2024-08-14,2024-08-27,13,854.68,897.42,5.0,5000.0,profit_target
GS,2024-08-14,2024-09-03,20,480.93,471.31,-2.0,-2000.0,stop_loss
HD,2024-08-14,2024-08-23,9,340.83,357.87,5.0,5000.0,profit_target
JPM,2024-08-14,2024-08-28,14,201.76,211.85,5.0,5000.0,profit_target
LLY,2024-08-14,2024-09-05,22,918.85,900.47,-2.0,-2000.0,stop_loss
META,2024-08-14,2024-08-26,12,523.25,512.78,-2.0,-2000.0,stop_loss
NFLX,2024-08-14,2024-08-20,6,66.17,69.48,5.0,5000.0,profit_target
UNH,2024-08-14,2024-09-23,40,554.09,550.05,-0.73,-729.17,below_ma50
CRM,2024-08-15,2024-08-22,7,259.06,253.88,-2.0,-2000.0,stop_loss
NOW,2024-08-15,2024-08-23,8,166.42,163.09,-2.0,-2000.0,stop_loss
NVDA,2024-08-15,2024-08-19,4,122.8,128.94,5.0,5000.0,profit_target
V,2024-08-15,2024-09-03,19,263.33,276.49,5.0,5000.0,profit_target
WMT,2024-08-15,2024-08-30,15,71.84,75.43,5.0,5000.0,profit_target
AVGO,2024-08-16,2024-08-19,3,162.66,159.41,-2.0,-2000.0,stop_loss
CAT,2024-08-19,2024-09-04,16,336.88,330.14,-2.0,-2000.0,stop_loss
ORCL,2024-08-19,2024-08-22,3,135.42,135.58,0.12,115.98,below_ma50
TSLA,2024-08-19,2024-08-22,3,222.72,218.27,-2.0,-2000.0,stop_loss
AVGO,2024-08-20,2024-08-22,2,162.89,159.63,-2.0,-2000.0,stop_loss
NVDA,2024-08-20,2024-08-22,2,127.19,124.64,-2.0,-2000.0,stop_loss
NFLX,2024-08-21,2024-08-23,2,69.71,68.32,-2.0,-2000.0,stop_loss
AVGO,2024-08-23,2024-08-26,3,163.29,160.02,-2.0,-2000.0,stop_loss
CRM,2024-08-23,2024-08-28,5,260.25,255.05,-2.0,-2000.0,stop_loss
NVDA,2024-08-23,2024-08-26,3,129.31,126.72,-2.0,-2000.0,stop_loss
ORCL,2024-08-23,2024-08-27,4,136.67,135.97,-0.51,-510.09,below_ma50
TSLA,2024-08-23,2024-08-26,3,220.32,215.91,-2.0,-2000.0,stop_loss
XOM,2024-08-23,2024-09-04,12,109.81,107.61,-2.0,-2000.0,stop_loss
HD,2024-08-26,2024-09-03,8,358.51,351.34,-2.0,-2000.0,stop_loss
NFLX,2024-08-26,2024-09-03,8,68.84,67.47,-2.0,-2000.0,stop_loss
NOW,2024-08-26,2024-08-28,2,165.57,162.26,-2.0,-2000.0,stop_loss
AVGO,2024-08-27,2024-08-28,1,158.41,155.24,-2.0,-2000.0,stop_loss
META,2024-08-27,2024-09-03,7,515.64,505.33,-2.0,-2000.0,stop_loss
NVDA,2024-08-27,2024-08-28,1,128.24,125.67,-2.0,-2000.0,stop_loss
COST,2024-08-28,2024-09-05,8,879.79,862.19,-2.0,-2000.0,stop_loss
CRM,2024-08-29,2024-08-30,1,253.36,248.3,-2.0,-2000.0,stop_loss
JPM,2024-08-29,2024-09-04,6,213.25,208.99,-2.0,-2000.0,stop_loss
NOW,2024-08-29,2024-09-11,13,166.25,174.57,5.0,5000.0,profit_target
ORCL,2024-08-29,2024-09-10,12,136.9,143.74,5.0,5000.0,profit_target
AAPL,2024-08-30,2024-09-03,4,227.3,222.75,-2.0,-2000.0,stop_loss
AVGO,2024-08-30,2024-09-03,4,159.81,156.62,-2.0,-2000.0,stop_loss
BAC,2024-08-30,2024-09-05,6,39.13,38.54,-1.5,-1496.95,below_ma50
WMT,2024-09-03,2024-09-25,22,75.97,79.77,5.0,5000.0,profit_target
HD,2024-09-04,2024-09-16,12,351.59,369.16,5.0,5000.0,profit_target
NFLX,2024-09-04,2024-09-06,2,67.97,66.61,-2.0,-2000.0,stop_loss
V,2024-09-04,2024-09-24,20,276.84,271.3,-2.0,-2000.0,stop_loss
JPM,2024-09-05,2024-09-06,1,208.85,204.68,-2.0,-2000.0,stop_loss
TSLA,2024-09-05,2024-09-06,1,230.17,225.57,-2.0,-2000.0,stop_loss
AMZN,2024-09-11,2024-09-23,12,184.52,193.75,5.0,5000.0,profit_target
COST,2024-09-11,2024-09-27,16,892.02,874.18,-2.0,-2000.0,stop_loss
ORCL,2024-09-11,2024-09-13,2,154.33,162.05,5.0,5000.0,profit_target
TSLA,2024-09-11,2024-09-16,5,228.13,223.57,-2.0,-2000.0,stop_loss
AVGO,2024-09-12,2024-09-16,4,161.52,158.29,-2.0,-2000.0,stop_loss
MSFT,2024-09-12,2024-10-02,20,421.15,412.73,-2.0,-2000.0,stop_loss
NOW,2024-09-12,2024-09-20,8,177.23,186.09,5.0,5000.0,profit_target
NFLX,2024-09-13,2024-10-10,27,69.71,73.19,5.0,5000.0,profit_target
META,2024-09-16,2024-09-19,3,530.23,556.74,5.0,5000.0,profit_target
ORCL,2024-09-16,2024-09-17,1,167.25,163.9,-2.0,-2000.0,stop_loss
AVGO,2024-09-17,2024-09-20,3,159.47,167.44,5.0,5000.0,profit_target
CAT,2024-09-17,2024-09-19,2,345.71,363.0,5.0,5000.0,profit_target
HD,2024-09-17,2024-09-27,10,369.49,387.96,5.0,5000.0,profit_target
TSLA,2024-09-17,2024-09-19,2,227.87,239.26,5.0,5000.0,profit_target
ORCL,2024-09-18,2024-10-08,20,161.55,169.63,5.0,5000.0,profit_target
BAC,2024-09-19,2024-09-23,4,39.5,38.71,-2.0,-2000.0,stop_loss
CRM,2024-09-19,2024-10-02,13,262.63,275.76,5.0,5000.0,profit_target
NVDA,2024-09-19,2024-09-20,1,117.82,115.47,-2.0,-2000.0,stop_loss
CAT,2024-09-20,2024-09-24,4,360.5,378.53,5.0,5000.0,profit_target
META,2024-09-20,2024-10-04,14,558.14,586.05,5.0,5000.0,profit_target
TSLA,2024-09-20,2024-09-24,4,238.25,250.16,5.0,5000.0,profit_target
AAPL,2024-09-23,2024-10-07,14,224.78,220.29,-2.0,-2000.0,stop_loss
AVGO,2024-09-23,2024-10-01,8,170.31,166.9,-2.0,-2000.0,stop_loss
CVX,2024-09-23,2024-09-25,2,136.97,134.23,-2.0,-2000.0,stop_loss
GS,2024-09-23,2024-10-01,8,482.52,472.87,-2.0,-2000.0,stop_loss
NOW,2024-09-23,2024-09-25,2,185.11,181.41,-2.0,-2000.0,stop_loss
NVDA,2024-09-23,2024-09-25,2,116.21,122.02,5.0,5000.0,profit_target
XOM,2024-09-23,2024-09-25,2,110.79,108.57,-2.0,-2000.0,stop_loss
AMZN,2024-09-24,2024-09-26,2,193.96,190.08,-2.0,-2000.0,stop_loss
CAT,2024-09-25,2024-09-26,1,369.72,388.2,5.0,5000.0,profit_target
LLY,2024-09-25,2024-09-26,1,913.1,894.84,-2.0,-2000.0,stop_loss
TSLA,2024-09-25,2024-09-26,1,257.02,251.88,-2.0,-2000.0,stop_loss
NOW,2024-09-26,2024-10-01,5,176.97,173.43,-2.0,-2000.0,stop_loss
NVDA,2024-09-26,2024-09-27,1,123.99,121.51,-2.0,-2000.0,stop_loss
WMT,2024-09-26,2024-11-06,41,78.68,82.61,5.0,5000.0,profit_target
AMZN,2024-09-27,2024-10-01,4,187.97,184.21,-2.0,-2000.0,stop_loss
CAT,2024-09-27,2024-10-30,33,382.26,374.61,-2.0,-2000.0,stop_loss
GOOGL,2024-09-27,2024-10-09,12,162.91,159.65,-2.0,-2000.0,stop_loss
TSLA,2024-09-27,2024-10-01,4,260.46,255.25,-2.0,-2000.0,stop_loss
XOM,2024-09-27,2024-10-02,5,109.33,114.8,5.0,5000.0,profit_target
BAC,2024-09-30,2024-10-01,1,38.35,37.91,-1.16,-1159.28,below_ma50
CVX,2024-09-30,2024-11-01,32,136.72,143.56,5.0,5000.0,profit_target
HD,2024-09-30,2024-10-22,22,390.66,382.85,-2.0,-2000.0,stop_loss
NVDA,2024-09-30,2024-10-01,1,121.39,118.96,-2.0,-2000.0,stop_loss
AVGO,2024-10-02,2024-10-08,6,168.06,176.46,5.0,5000.0,profit_target
GS,2024-10-02,2024-10-03,1,477.26,471.55,-1.2,-1197.17,below_ma50
TSLA,2024-10-02,2024-10-03,1,249.02,244.04,-2.0,-2000.0,stop_loss
UNH,2024-10-02,2024-10-08,6,568.18,556.81,-2.0,-2000.0,stop_loss
CRM,2024-10-03,2024-10-28,25,277.36,291.23,5.0,5000.0,profit_target
NOW,2024-10-03,2024-10-08,5,178.13,187.03,5.0,5000.0,profit_target
NVDA,2024-10-03,2024-10-07,4,122.8,128.94,5.0,5000.0,profit_target
XOM,2024-10-03,2024-10-15,12,115.71,113.4,-2.0,-2000.0,stop_loss
AMZN,2024-10-04,2024-10-07,3,186.51,182.78,-2.0,-2000.0,stop_loss
BAC,2024-10-04,2024-10-11,7,38.77,40.7,5.0,5000.0,profit_target
GS,2024-10-04,2024-10-14,10,480.34,504.35,5.0,5000.0,profit_target
JPM,2024-10-04,2024-10-11,7,203.95,214.14,5.0,5000.0,profit_target
TSLA,2024-10-04,2024-10-07,3,250.08,245.08,-2.0,-2000.0,stop_loss
META,2024-10-07,2024-10-21,14,581.43,569.81,-2.0,-2000.0,stop_loss
AAPL,2024-10-08,2024-10-15,7,224.09,235.29,5.0,5000.0,profit_target
LLY,2024-10-08,2024-10-17,9,902.39,905.75,0.37,372.12,below_ma50
NVDA,2024-10-08,2024-10-14,6,132.84,139.48,5.0,5000.0,profit_target
TSLA,2024-10-08,2024-10-09,1,244.5,239.61,-2.0,-2000.0,stop_loss
AVGO,2024-10-09,2024-10-11,2,183.12,179.46,-2.0,-2000.0,stop_loss
COST,2024-10-09,2024-10-11,2,900.64,882.63,-2.0,-2000.0,stop_loss
NOW,2024-10-09,2024-10-16,7,187.73,183.98,-2.0,-2000.0,stop_loss
ORCL,2024-10-09,2024-10-10,1,175.06,171.56,-2.0,-2000.0,stop_loss
UNH,2024-10-09,2024-10-15,6,567.13,555.79,-2.0,-2000.0,stop_loss
PEP,2024-10-10,2024-10-23,13,163.48,163.44,-0.02,-23.12,below_ma50
TSLA,2024-10-10,2024-10-11,1,238.77,233.99,-2.0,-2000.0,stop_loss
GOOGL,2024-10-11,2024-10-30,19,162.21,170.32,5.0,5000.0,profit_target
NFLX,2024-10-11,2024-10-15,4,72.28,70.83,-2.0,-2000.0,stop_loss
ORCL,2024-10-11,2024-10-16,5,172.98,169.52,-2.0,-2000.0,stop_loss
AVGO,2024-10-14,2024-10-15,1,179.53,175.94,-2.0,-2000.0,stop_loss
BAC,2024-10-14,2024-11-06,23,40.51,42.53,5.0,5000.0,profit_target
JPM,2024-10-14,2024-11-06,23,213.85,224.54,5.0,5000.0,profit_target
V,2024-10-14,2024-10-30,16,277.02,290.88,5.0,5000.0,profit_target
GS,2024-10-15,2024-10-25,10,506.74,496.61,-2.0,-2000.0,stop_loss
NVDA,2024-10-15,2024-10-17,2,131.55,138.13,5.0,5000.0,profit_target
AAPL,2024-10-16,2024-10-31,15,230.06,225.45,-2.0,-2000.0,stop_loss
XOM,2024-10-16,2024-10-28,12,113.9,111.62,-2.0,-2000.0,stop_loss
AVGO,2024-10-17,2024-10-22,5,178.77,175.19,-2.0,-2000.0,stop_loss
NOW,2024-10-17,2024-10-24,7,183.42,192.6,5.0,5000.0,profit_target
ORCL,2024-10-17,2024-10-28,11,172.89,169.43,-2.0,-2000.0,stop_loss
AMZN,2024-10-18,2024-10-23,5,188.99,185.21,-2.0,-2000.0,stop_loss
COST,2024-10-18,2024-10-21,3,881.28,878.52,-0.31,-313.62,below_ma50
NFLX,2024-10-18,2024-10-23,5,76.39,74.86,-2.0,-2000.0,stop_loss
NVDA,2024-10-18,2024-10-31,13,137.95,135.19,-2.0,-2000.0,stop_loss
COST,2024-10-22,2024-10-25,3,885.18,882.93,-0.25,-254.06,below_ma50
META,2024-10-22,2024-10-23,1,578.68,567.11,-2.0,-2000.0,stop_loss
MSFT,2024-10-22,2024-10-31,9,421.65,413.22,-2.0,-2000.0,stop_loss
AVGO,2024-10-23,2024-10-24,1,170.87,167.45,-2.0,-2000.0,stop_loss
NFLX,2024-10-24,2024-11-07,14,75.46,79.23,5.0,5000.0,profit_target
TSLA,2024-10-24,2024-10-28,4,260.48,273.5,5.0,5000.0,profit_target
AMZN,2024-10-25,2024-11-01,7,187.83,197.22,5.0,5000.0,profit_target
NOW,2024-10-25,2024-10-31,6,190.17,186.37,-2.0,-2000.0,stop_loss
GS,2024-10-28,2024-11-04,7,507.91,497.75,-2.0,-2000.0,stop_loss
CRM,2024-10-29,2024-10-31,2,295.11,289.21,-2.0,-2000.0,stop_loss
META,2024-10-29,2024-10-31,2,589.89,578.09,-2.0,-2000.0,stop_loss
TSLA,2024-10-29,2024-10-31,2,259.52,254.33,-2.0,-2000.0,stop_loss
GOOGL,2024-10-31,2024-11-07,7,170.03,178.53,5.0,5000.0,profit_target
V,2024-10-31,2024-11-06,6,286.08,300.38,5.0,5000.0,profit_target
CRM,2024-11-01,2024-11-07,6,290.99,305.54,5.0,5000.0,profit_target
TSLA,2024-11-01,2024-11-04,3,248.98,244.0,-2.0,-2000.0,stop_loss
AMZN,2024-11-04,2024-11-06,2,195.78,205.57,5.0,5000.0,profit_target
CVX,2024-11-04,2024-11-14,10,142.94,150.09,5.0,5000.0,profit_target
NOW,2024-11-04,2024-11-07,3,190.92,200.46,5.0,5000.0,profit_target
NVDA,2024-11-04,2024-11-06,2,136.0,142.8,5.0,5000.0,profit_target
TSLA,2024-11-05,2024-11-06,1,251.44,264.01,5.0,5000.0,profit_target
CAT,2024-11-06,2024-11-07,1,408.94,400.76,-2.0,-2000.0,stop_loss
COST,2024-11-06,2024-11-08,2,892.07,936.67,5.0,5000.0,profit_target
GS,2024-11-06,2024-11-07,1,578.14,566.58,-2.0,-2000.0,stop_loss
ORCL,2024-11-06,2024-11-11,5,178.36,187.28,5.0,5000.0,profit_target
UNH,2024-11-06,2024-11-11,5,572.38,601.0,5.0,5000.0,profit_target
XOM,2024-11-06,2024-11-26,20,114.22,112.28,-1.7,-1703.0,below_ma50
AMZN,2024-11-07,2024-11-11,4,210.05,205.85,-2.0,-2000.0,stop_loss
AVGO,2024-11-07,2024-11-11,4,181.01,177.39,-2.0,-2000.0,stop_loss
BAC,2024-11-07,2024-11-18,11,43.27,45.43,5.0,5000.0,profit_target
JPM,2024-11-07,2024-11-22,15,228.24,239.65,5.0,5000.0,profit_target
META,2024-11-07,2024-11-11,4,588.32,576.55,-2.0,-2000.0,stop_loss
MSFT,2024-11-07,2024-11-11,4,419.6,411.21,-2.0,-2000.0,stop_loss
NVDA,2024-11-07,2024-11-11,4,148.82,145.84,-2.0,-2000.0,stop_loss
TSLA,2024-11-07,2024-11-08,1,296.91,311.76,5.0,5000.0,profit_target
V,2024-11-07,2024-12-18,41,301.82,316.91,5.0,5000.0,profit_target
WMT,2024-11-07,2024-11-19,12,82.54,86.67,5.0,5000.0,profit_target
CAT,2024-11-08,2024-11-15,7,385.88,378.16,-2.0,-2000.0,stop_loss
CRM,2024-11-08,2024-11-11,3,317.88,333.77,5.0,5000.0,profit_target
GOOGL,2024-11-08,2024-11-14,6,177.22,173.68,-2.0,-2000.0,stop_loss
GS,2024-11-08,2024-11-19,11,571.62,560.19,-2.0,-2000.0,stop_loss
NFLX,2024-11-08,2024-11-13,5,79.5,83.48,5.0,5000.0,profit_target
NOW,2024-11-08,2024-11-13,5,201.62,211.7,5.0,5000.0,profit_target
COST,2024-11-11,2024-11-15,4,925.43,906.92,-2.0,-2000.0,stop_loss
HD,2024-11-11,2024-11-19,8,393.64,385.77,-2.0,-2000.0,stop_loss
TSLA,2024-11-11,2024-11-12,1,350.0,343.0,-2.0,-2000.0,stop_loss
AMZN,2024-11-12,2024-11-15,3,208.91,204.73,-2.0,-2000.0,stop_loss
AVGO,2024-11-12,2024-11-13,1,173.54,170.07,-2.0,-2000.0,stop_loss
CRM,2024-11-12,2024-11-14,2,336.84,330.1,-2.0,-2000.0,stop_loss
META,2024-11-12,2024-11-14,2,581.47,569.85,-2.0,-2000.0,stop_loss
NVDA,2024-11-12,2024-11-15,3,148.23,145.27,-2.0,-2000.0,stop_loss
ORCL,2024-11-12,2024-11-15,3,186.57,182.84,-2.0,-2000.0,stop_loss
UNH,2024-11-12,2024-11-14,2,589.63,577.83,-2.0,-2000.0,stop_loss
MSFT,2024-11-13,2024-11-15,2,419.38,410.99,-2.0,-2000.0,stop_loss
TSLA,2024-11-13,2024-11-14,1,330.24,323.64,-2.0,-2000.0,stop_loss
NFLX,2024-11-14,2024-11-15,1,83.73,82.05,-2.0,-2000.0,stop_loss
NOW,2024-11-14,2024-11-15,1,207.96,203.8,-2.0,-2000.0,stop_loss
CRM,2024-11-15,2024-11-19,4,321.15,314.72,-2.0,-2000.0,stop_loss
CVX,2024-11-15,2024-12-06,21,149.86,146.86,-2.0,-2000.0,stop_loss
GOOGL,2024-11-15,2024-11-21,6,171.4,167.97,-2.0,-2000.0,stop_loss
TSLA,2024-11-15,2024-11-18,3,320.72,336.76,5.0,5000.0,profit_target
UNH,2024-11-15,2024-11-19,4,568.1,556.74,-2.0,-2000.0,stop_loss
AMZN,2024-11-18,2024-11-21,3,201.7,197.67,-2.0,-2000.0,stop_loss
COST,2024-11-18,2024-11-22,4,912.17,957.77,5.0,5000.0,profit_target
NFLX,2024-11-18,2024-11-20,2,84.71,88.94,5.0,5000.0,profit_target
NOW,2024-11-18,2024-11-22,4,201.07,211.12,5.0,5000.0,profit_target
ORCL,2024-11-18,2024-11-21,3,182.78,191.92,5.0,5000.0,profit_target
BAC,2024-11-19,2024-12-16,27,44.85,43.96,-2.0,-2000.0,stop_loss
NVDA,2024-11-19,2024-11-20,1,146.95,144.01,-2.0,-2000.0,stop_loss
TSLA,2024-11-19,2024-11-20,1,346.0,339.08,-2.0,-2000.0,stop_loss
AAPL,2024-11-20,2024-12-02,12,227.55,238.92,5.0,5000.0,profit_target
CRM,2024-11-20,2024-11-21,1,321.58,337.66,5.0,5000.0,profit_target
GS,2024-11-20,2024-11-25,5,564.51,592.73,5.0,5000.0,profit_target
UNH,2024-11-20,2024-12-05,15,576.03,564.51,-2.0,-2000.0,stop_loss
WMT,2024-11-20,2024-11-26,6,85.82,90.11,5.0,5000.0,profit_target
CAT,2024-11-21,2024-11-27,6,382.17,401.28,5.0,5000.0,profit_target
HD,2024-11-21,2024-11-26,5,395.72,415.51,5.0,5000.0,profit_target
NFLX,2024-11-21,2024-11-25,4,89.75,87.95,-2.0,-2000.0,stop_loss
NVDA,2024-11-21,2024-11-22,1,146.61,143.68,-2.0,-2000.0,stop_loss
TSLA,2024-11-21,2024-11-22,1,339.64,356.62,5.0,5000.0,profit_target
AMZN,2024-11-22,2024-11-26,4,197.12,206.98,5.0,5000.0,profit_target
CRM,2024-11-22,2024-11-27,5,337.7,330.94,-2.0,-2000.0,stop_loss
ORCL,2024-11-22,2024-11-25,3,189.23,185.45,-2.0,-2000.0,stop_loss
COST,2024-11-25,2024-12-23,28,953.21,934.15,-2.0,-2000.0,stop_loss
